Hugo_Symbol,ensembl_gene_id,start_position,end_position,strand,transcript_count,percentage_gene_gc_content,gene_biotype
ADAM11,ENSG00000073670,44759031,44781846,1,5,59.28,protein_coding
ADAM12,ENSG00000148848,126012381,126388455,-1,7,43.11,protein_coding
ADAM15,ENSG00000143537,155050566,155062775,1,32,58.25,protein_coding
ADAM17,ENSG00000151694,9488486,9556732,-1,17,41.31,protein_coding
ADAM18,"ENSG00000278548, ENSG00000168619","39429440, 39584489","39575001, 39730064",1,8,"34.43, 34.42",protein_coding
ADAM19,ENSG00000135074,157395534,157575775,-1,5,44.66,protein_coding
ADAM1A,ENSG00000229186,111899263,111901391,1,1,46.64,unitary_pseudogene
ADAM1B,ENSG00000226469,111927018,111929017,1,1,40.75,unitary_pseudogene
ADAM2,"ENSG00000276286, ENSG00000104755","39588691, 39743735","39683242, 39838289",-1,7,"35.03, 35.02",protein_coding
ADAM20,ENSG00000134007,70522358,70535015,-1,1,37.22,protein_coding
ADAM20P1,ENSG00000259158,70453541,70483775,-1,3,40.64,transcribed_unprocessed_pseudogene
ADAM20P2,ENSG00000248574,175574868,175576140,1,1,38.96,processed_pseudogene
ADAM20P3,ENSG00000249162,187746094,187748199,-1,1,45.01,processed_pseudogene
ADAM21,ENSG00000139985,70452157,70459899,1,1,39.74,protein_coding
ADAM21P1,ENSG00000235812,70245491,70247801,-1,2,45.22,transcribed_processed_pseudogene
ADAM22,ENSG00000008277,87934143,88202889,1,11,37.29,protein_coding
ADAM23,ENSG00000114948,206443539,206621130,1,3,38.27,protein_coding
ADAM24P,ENSG00000214607,17469518,17471618,1,1,43.12,unprocessed_pseudogene
ADAM28,ENSG00000042980,24294040,24359018,1,12,35.71,protein_coding
ADAM29,ENSG00000168594,174829668,174978180,1,14,35.73,protein_coding
ADAM30,ENSG00000134249,119893533,119896495,-1,1,43.81,protein_coding
ADAM32,"ENSG00000275594, ENSG00000197140",39106990,"39284943, 39284911",1,11,"37.7, 37.69",protein_coding
ADAM33,ENSG00000149451,3667965,3682246,-1,7,61.2,protein_coding
ADAM3A,ENSG00000197475,39451045,39522852,-1,9,34.99,transcribed_unitary_pseudogene
ADAM3B,ENSG00000260089,49517762,49518601,-1,1,36.9,processed_pseudogene
ADAM5,ENSG00000196115,39314591,39417378,1,12,35.69,transcribed_unitary_pseudogene
ADAM6,"ENSG00000282626, ENSG00000271968","105970500, 105969729","105973040, 105972269",-1,2,48.33,transcribed_unprocessed_pseudogene
ADAM7,ENSG00000069206,24440930,24526970,1,4,36.76,protein_coding
ADAM8,ENSG00000151651,133262403,133276868,-1,11,63.75,protein_coding
ADAM9,"ENSG00000282230, ENSG00000168615","39101863, 38996869",39105144,1,"5, 9","33.58, 37.5",protein_coding
ADAMDEC1,ENSG00000134028,24384285,24406013,1,4,36.35,protein_coding
ADAMTS1,ENSG00000154734,26835747,26845409,-1,6,45.12,protein_coding
ADAMTS10,ENSG00000142303,8580242,8610735,-1,14,54.58,protein_coding
ADAMTS12,"ENSG00000151388, ENSG00000281690","33523535, 33842143","33892192, 33894178",-1,"6, 4","40.43, 40.59",protein_coding
ADAMTS13,"ENSG00000160323, ENSG00000281244","133414358, 133414506","133459402, 133459550",1,9,55.14,protein_coding
ADAMTS14,ENSG00000138316,70672803,70762441,1,2,52.87,protein_coding
ADAMTS15,ENSG00000166106,130448974,130476641,1,1,51.65,protein_coding
ADAMTS16,ENSG00000145536,5140330,5320304,1,4,42.24,protein_coding
ADAMTS17,ENSG00000140470,99971589,100342005,-1,9,46.62,protein_coding
ADAMTS18,ENSG00000140873,77247813,77435114,-1,9,39.76,protein_coding
ADAMTS19,ENSG00000145808,129460265,129738683,1,5,34.94,protein_coding
ADAMTS19-AS1,ENSG00000249421,129459559,129460689,-1,1,63.75,antisense
ADAMTS2,"ENSG00000087116, ENSG00000283802",179110851,179345430,-1,5,53.87,protein_coding
ADAMTS20,ENSG00000173157,43353866,43551921,-1,4,35.33,protein_coding
ADAMTS3,ENSG00000156140,72280969,72569386,-1,4,35.82,protein_coding
ADAMTS4,ENSG00000158859,161184308,161199056,-1,3,51.48,protein_coding
ADAMTS5,ENSG00000154736,26917912,26966513,-1,1,38.23,protein_coding
ADAMTS6,ENSG00000049192,65148736,65481920,-1,8,35.91,protein_coding
ADAMTS7,ENSG00000136378,78759203,78811431,-1,5,56.03,protein_coding
ADAMTS7P1,"ENSG00000281976, ENSG00000274376","82298559, 82298553","82334628, 82334609",1,3,"57.29, 57.26",transcribed_unprocessed_pseudogene
ADAMTS7P3,ENSG00000261143,77976042,77993057,1,2,61.54,transcribed_unprocessed_pseudogene
ADAMTS7P4,ENSG00000218052,85255369,85330334,-1,6,47.02,transcribed_unprocessed_pseudogene
ADAMTS8,ENSG00000134917,130404925,130428993,-1,2,53.31,protein_coding
ADAMTS9,ENSG00000163638,64515654,64688000,-1,10,40.09,protein_coding
ADAMTS9-AS1,ENSG00000241158,64561322,64592757,1,21,39.06,processed_transcript
ADAMTS9-AS2,ENSG00000241684,64684909,65053439,1,5,39.79,antisense
ADAMTSL1,ENSG00000178031,17906563,18910950,1,15,38.59,protein_coding
ADAMTSL2,ENSG00000197859,133532164,133575519,1,3,59.43,protein_coding
ADAMTSL3,ENSG00000156218,83654086,84039842,1,8,39.81,protein_coding
ADAMTSL4,ENSG00000143382,150549369,150560937,1,6,60.13,protein_coding
ADAMTSL4-AS1,ENSG00000203804,150560202,150574552,-1,3,48.94,processed_transcript
ADAMTSL5,ENSG00000185761,1505018,1513604,-1,11,60.93,protein_coding
ADAP1,ENSG00000105963,897901,955407,-1,19,60.62,protein_coding
ADAP2,ENSG00000184060,30906344,30959322,1,11,48.03,protein_coding
ADAR,ENSG00000160710,154582057,154628013,-1,23,45.36,protein_coding
ADARB1,ENSG00000197381,45073853,45226560,1,15,45.43,protein_coding
ADARB2,ENSG00000185736,1177318,1737476,-1,7,47.83,protein_coding
ADARB2-AS1,ENSG00000205696,1526637,1556984,1,2,52,antisense
ADAT1,ENSG00000065457,75596981,75623300,-1,10,44.65,protein_coding
ADAT2,ENSG00000189007,143422832,143450673,-1,3,38.36,protein_coding
ADAT3,ENSG00000213638,1905378,1913447,1,2,60.3,protein_coding
ADCK1,ENSG00000063761,77800083,77935012,1,8,47.63,protein_coding
ADCK2,ENSG00000133597,140673153,140696261,1,5,50.51,protein_coding
ADCK5,"ENSG00000173137, ENSG00000285451",144373101,144393242,1,8,57.52,protein_coding
ADCY1,ENSG00000164742,45574140,45723116,1,5,47.64,protein_coding
ADCY10,ENSG00000143199,167809388,167914215,-1,5,41.76,protein_coding
ADCY10P1,ENSG00000161912,41101022,41140835,1,3,40.57,transcribed_unprocessed_pseudogene
ADCY2,ENSG00000078295,7396208,7830081,1,8,40.92,protein_coding
ADCY3,ENSG00000138031,24819169,24919839,-1,13,50.99,protein_coding
ADCY4,"ENSG00000129467, ENSG00000284814","24318349, 24318348","24335093, 24335092",-1,19,54.43,protein_coding
ADCY5,ENSG00000173175,123282296,123449758,-1,10,51.27,protein_coding
ADCY6,ENSG00000174233,48766194,48789037,-1,9,54.36,protein_coding
ADCY7,ENSG00000121281,50246137,50318135,1,15,54.43,protein_coding
ADCY8,ENSG00000155897,130780301,131042426,-1,3,40.56,protein_coding
ADCY9,ENSG00000162104,3953387,4116185,-1,7,47.22,protein_coding
ADCYAP1,ENSG00000141433,904943,912172,1,4,52.82,protein_coding
ADCYAP1R1,ENSG00000078549,31052461,31111479,1,7,51.89,protein_coding
ADD1,ENSG00000087274,2843857,2930076,1,28,44.84,protein_coding
ADD2,ENSG00000075340,70607618,70768225,-1,14,44.81,protein_coding
ADD3,ENSG00000148700,109996368,110135565,1,20,38.65,protein_coding
ADD3-AS1,ENSG00000203876,109940104,110008381,-1,5,41.95,processed_transcript
ADGB,ENSG00000118492,146598965,146815462,1,12,35.78,protein_coding
ADGRA1,ENSG00000197177,133070929,133131675,1,3,60.33,protein_coding
ADGRA1-AS1,ENSG00000256925,133083073,133088491,-1,2,63.35,antisense
ADGRA2,ENSG00000020181,37784191,37844896,1,3,55.25,protein_coding
ADGRA3,ENSG00000152990,22345071,22516054,-1,13,39.05,protein_coding
ADGRB1,ENSG00000181790,142449430,142545009,1,6,62.67,protein_coding
ADGRB2,ENSG00000121753,31727117,31764893,-1,15,58.75,protein_coding
ADGRB3,ENSG00000135298,68635367,69389511,1,5,35.14,protein_coding
ADGRD1,ENSG00000111452,130953907,131141469,1,16,51.87,protein_coding
ADGRD1-AS1,ENSG00000256151,130990138,130993976,-1,2,48.32,lincRNA
ADGRD2,ENSG00000180264,124451425,124478589,1,7,55.3,protein_coding
ADGRE1,ENSG00000174837,6887566,6940459,1,8,44.41,protein_coding
ADGRE2,ENSG00000127507,14732393,14778541,-1,13,46.71,protein_coding
ADGRE3,ENSG00000131355,14619117,14690027,-1,5,43.9,protein_coding
ADGRE4P,ENSG00000268758,6952500,6997872,-1,4,43.07,transcribed_unprocessed_pseudogene
ADGRE5,ENSG00000123146,14380501,14408725,1,16,54.66,protein_coding
ADGRF1,ENSG00000153292,46997703,47042363,-1,13,40.35,protein_coding
ADGRF2,ENSG00000164393,47656436,47697797,1,4,40.38,protein_coding
ADGRF3,ENSG00000173567,26308173,26346817,-1,9,45.62,protein_coding
ADGRF4,ENSG00000153294,47685864,47722021,1,3,41.3,protein_coding
ADGRF5,ENSG00000069122,46852512,46954943,-1,4,41.65,protein_coding
ADGRF5P1,ENSG00000227582,62860873,62864957,-1,2,46.44,transcribed_processed_pseudogene
ADGRF5P2,ENSG00000204818,42795392,42800672,1,1,42.79,unprocessed_pseudogene
ADGRG1,ENSG00000205336,57610652,57665580,1,77,55.51,protein_coding
ADGRG2,ENSG00000173698,18989309,19122637,-1,11,42.96,protein_coding
ADGRG3,ENSG00000182885,57668187,57689378,1,7,52.39,protein_coding
ADGRG4,ENSG00000156920,136300963,136416888,1,3,39.12,protein_coding
ADGRG5,ENSG00000159618,57542421,57591681,1,7,47.15,protein_coding
ADGRG6,ENSG00000112414,142301854,142446266,1,14,35.7,protein_coding
ADGRG7,ENSG00000144820,100609589,100695479,1,5,38.02,protein_coding
ADGRL1,ENSG00000072071,14147743,14206187,-1,8,56.42,protein_coding
ADGRL2,ENSG00000117114,81306160,81992436,1,22,36.78,protein_coding
ADGRL3,ENSG00000150471,61201258,62078335,1,18,35.25,protein_coding
ADGRL3-AS1,ENSG00000248692,62071752,62165554,-1,4,36.07,antisense
ADGRL4,ENSG00000162618,78889764,79006718,-1,3,33.94,protein_coding
ADGRV1,ENSG00000164199,90529344,91164437,1,38,37.22,protein_coding
ADH1A,ENSG00000187758,99276367,99291028,-1,3,35.55,protein_coding
ADH1B,ENSG00000196616,99304964,99352760,-1,7,36.48,protein_coding
ADH1C,ENSG00000248144,99336492,99353027,-1,4,35.6,protein_coding
ADH4,ENSG00000198099,99123657,99157792,-1,12,37.53,protein_coding
ADH5,ENSG00000197894,99070978,99088801,-1,13,40.37,protein_coding
ADH5P2,ENSG00000232676,79521080,79522203,1,1,44.93,processed_pseudogene
ADH5P3,ENSG00000223694,240170155,240171291,1,1,46.35,processed_pseudogene
ADH5P4,"ENSG00000233859, ENSG00000277364",65836930,65838039,-1,1,45.86,processed_pseudogene
ADH6,ENSG00000172955,99202638,99219537,-1,8,37.38,protein_coding
ADH7,ENSG00000196344,99412261,99435737,-1,6,37.02,protein_coding
ADHFE1,ENSG00000147576,66432486,66468907,1,16,43.48,protein_coding
ADI1,"ENSG00000182551, ENSG00000280830","3497361, 3498728","3519736, 3502360",-1,"3, 1","44.71, 45.5",protein_coding
ADI1P1,ENSG00000235102,41331123,41331660,1,1,46.28,processed_pseudogene
ADI1P2,ENSG00000250684,102688317,102688906,-1,1,45.25,processed_pseudogene
ADI1P3,ENSG00000258369,47463087,47463621,1,1,33.64,processed_pseudogene
ADIG,ENSG00000182035,38581195,38588463,1,4,50.47,protein_coding
ADIPOQ,ENSG00000181092,186842690,186858463,1,2,43.86,protein_coding
ADIPOQ-AS1,ENSG00000226482,186851886,186856123,-1,1,46.98,antisense
ADIPOR1,ENSG00000159346,202940823,202958572,-1,5,44.28,protein_coding
ADIPOR1P1,ENSG00000232497,22162992,22165794,1,1,48.48,processed_pseudogene
ADIPOR1P2,ENSG00000258805,94633705,94634524,1,1,50.98,processed_pseudogene
ADIPOR2,"ENSG00000006831, ENSG00000285070",1688574,1788678,1,7,39.4,protein_coding
ADIRF,ENSG00000148671,86968192,86983934,1,3,49.87,protein_coding
ADIRF-AS1,ENSG00000272734,86965345,86971311,-1,4,59.28,processed_transcript
ADK,ENSG00000156110,74151185,74709303,1,6,37.42,protein_coding
ADM,ENSG00000148926,10304680,10307397,1,8,60.01,protein_coding
ADM2,ENSG00000128165,50481556,50486440,1,2,63.64,protein_coding
ADM5,ENSG00000224420,49688664,49690575,1,1,63.65,protein_coding
ADNP,ENSG00000101126,50888916,50931421,-1,9,41.66,protein_coding
ADNP-AS1,ENSG00000259456,50930984,50945134,1,2,41.61,antisense
ADNP2,ENSG00000101544,80109031,80147523,1,5,41.81,protein_coding
ADO,ENSG00000181915,62804857,62808483,1,1,47.48,protein_coding
ADORA1,ENSG00000163485,203090654,203167405,1,9,48.14,protein_coding
ADORA2A,ENSG00000128271,24417879,24442360,1,15,59.24,protein_coding
ADORA2A-AS1,ENSG00000178803,24429206,24495074,-1,3,46.81,antisense
ADORA2B,ENSG00000170425,15944917,15975746,1,2,49.86,protein_coding
ADORA2BP1,ENSG00000236136,209744373,209745214,1,1,50.36,processed_pseudogene
ADORA3,ENSG00000282608,111499429,111503760,-1,4,39.64,protein_coding
ADPGK,ENSG00000159322,72751369,72785846,-1,14,43.53,protein_coding
ADPGK-AS1,ENSG00000260898,72782835,72798199,1,2,45.84,antisense
ADPRH,ENSG00000144843,119579268,119589945,1,7,46.24,protein_coding
ADPRHL1,ENSG00000153531,113399610,113453524,-1,4,55.43,protein_coding
ADPRHL2,ENSG00000116863,36088875,36093932,1,1,55.16,protein_coding
ADPRM,ENSG00000170222,10697594,10711233,1,4,40.57,protein_coding
ADRA1A,ENSG00000120907,26748150,26867273,-1,11,41.26,protein_coding
ADRA1B,ENSG00000170214,159865080,159972544,1,3,43.85,protein_coding
ADRA1D,ENSG00000171873,4220631,4249074,-1,2,51.58,protein_coding
ADRA2A,ENSG00000150594,111077163,111080907,1,1,59.23,protein_coding
ADRA2B,ENSG00000274286,96112875,96116245,-1,1,59.89,protein_coding
ADRA2C,ENSG00000184160,3766348,3768526,1,2,69.62,protein_coding
ADRB1,ENSG00000043591,114044056,114046908,1,1,57.45,protein_coding
ADRB2,ENSG00000169252,148825245,148828687,1,1,51.18,protein_coding
ADRB3,ENSG00000188778,37962991,37966965,-1,2,59.14,protein_coding
ADRM1,ENSG00000130706,62302093,62308862,1,5,64.09,protein_coding
ADSL,ENSG00000239900,40346500,40390463,1,23,44.97,protein_coding
ADSS,ENSG00000035687,244408494,244452134,-1,3,38.3,protein_coding
ADSSL1,ENSG00000185100,104724186,104747325,1,12,60.75,protein_coding
ADTRP,ENSG00000111863,11712054,11807046,-1,10,43.46,protein_coding
AEBP1,ENSG00000106624,44104361,44114562,1,9,62.7,protein_coding
AEBP2,ENSG00000139154,19404045,19720801,1,7,40.33,protein_coding
AEN,ENSG00000181026,88621296,88632282,1,6,51.46,protein_coding
AES,ENSG00000104964,3052910,3063107,-1,12,60.37,protein_coding
AFAP1,ENSG00000196526,7758714,7939926,-1,10,46.39,protein_coding
AFAP1-AS1,ENSG00000272620,7754090,7778928,1,1,52.91,antisense
AFAP1L1,ENSG00000157510,149271871,149341802,1,6,46.32,protein_coding
AFAP1L2,ENSG00000169129,114294824,114404756,-1,6,48.26,protein_coding
AFDN,ENSG00000130396,167826922,167972023,1,22,38.79,protein_coding
AFDN-DT,ENSG00000198221,167823876,167826709,-1,3,51.83,lincRNA
AFF1,ENSG00000172493,86935002,87141054,1,11,41.19,protein_coding
AFF2,ENSG00000155966,148500619,149000663,1,5,38.84,protein_coding
AFF2-IT1,ENSG00000223516,148546878,148547397,1,1,40.77,sense_intronic
AFF3,ENSG00000144218,99545419,100142739,-1,15,41.63,protein_coding
AFF4,ENSG00000072364,132875379,132963634,-1,9,40.42,protein_coding
AFG1L,ENSG00000135537,108294894,108526796,1,7,39.15,protein_coding
AFG3L1P,ENSG00000223959,89972586,90002161,1,17,50.98,transcribed_unitary_pseudogene
AFG3L2,ENSG00000141385,12328944,12377314,-1,4,44.7,protein_coding
AFG3L2P1,ENSG00000253606,43270198,43271960,-1,1,48.67,processed_pseudogene
AFM,ENSG00000079557,73481683,73504001,1,2,36.22,protein_coding
AFMID,ENSG00000183077,78187317,78207701,1,15,51.08,protein_coding
AFP,ENSG00000081051,73431138,73456174,1,7,34.51,protein_coding
AFTPH,ENSG00000119844,64524305,64593005,1,7,37.29,protein_coding
AGA,ENSG00000038002,177430770,177442503,-1,6,39.89,protein_coding
AGAP1,ENSG00000157985,235494089,236131800,1,14,47.33,protein_coding
AGAP1-IT1,ENSG00000235529,235505751,235507566,1,1,50.66,sense_intronic
AGAP10P,ENSG00000230869,45678692,45700532,1,1,40.58,unprocessed_pseudogene
AGAP11,ENSG00000271880,86970741,87010126,1,1,41.97,processed_transcript
AGAP12P,ENSG00000265018,48009873,48031640,-1,2,40.43,transcribed_unprocessed_pseudogene
AGAP13P,ENSG00000243289,46816516,46832476,1,1,39.12,unprocessed_pseudogene
AGAP14P,ENSG00000279058,46337224,46358714,1,1,40.5,unprocessed_pseudogene
AGAP2,ENSG00000135439,57723761,57742157,-1,4,57.66,protein_coding
AGAP2-AS1,ENSG00000255737,57726271,57728356,1,1,66.06,antisense
AGAP3,ENSG00000133612,151085831,151144436,1,26,57.73,protein_coding
AGAP4,ENSG00000188234,45825594,45853875,-1,8,41.11,protein_coding
AGAP5,ENSG00000172650,73674285,73698159,-1,4,42.24,protein_coding
AGAP6,ENSG00000204149,49982190,50010499,1,3,41.1,protein_coding
AGAP7P,ENSG00000264204,46109621,46131358,1,1,40.79,unprocessed_pseudogene
AGAP9,ENSG00000204172,47501854,47523638,-1,1,40.48,protein_coding
AGBL1,ENSG00000273540,86079973,87029052,1,5,39.14,protein_coding
AGBL1-AS1,ENSG00000260125,86295649,86317173,-1,3,38.9,antisense
AGBL2,"ENSG00000165923, ENSG00000285501","47659591, 47664132","47715389, 47719930",-1,14,44.9,protein_coding
AGBL3,ENSG00000146856,134986508,135147963,1,7,36.82,protein_coding
AGBL4,ENSG00000186094,48532855,50023913,-1,6,39.05,protein_coding
AGBL4-IT1,ENSG00000225623,49374201,49472085,-1,1,37.06,sense_intronic
AGBL5,ENSG00000084693,27042364,27070622,1,10,48.47,protein_coding
AGBL5-AS1,ENSG00000231636,27049683,27050264,-1,1,65.98,antisense
AGBL5-IT1,ENSG00000229122,27061038,27061815,1,1,48.97,sense_intronic
AGER,"ENSG00000230514, ENSG00000204305, ENSG00000234729, ENSG00000237405, ENSG00000206320, ENSG00000231268, ENSG00000229058","32257394, 32180968, 32129439, 32188640, 32138576, 32247977, 32220356","32260750, 32184324, 32132795, 32191996, 32141932, 32251333, 32223712",-1,15,"56.6, 56.66, 56.72, 56.63",protein_coding
AGFG1,ENSG00000173744,227472152,227561214,1,8,37.09,protein_coding
AGFG2,ENSG00000106351,100539211,100568219,1,5,49.83,protein_coding
AGGF1,ENSG00000164252,77029251,77065234,1,4,39.02,protein_coding
AGGF1P1,ENSG00000214273,190041342,190043414,1,1,41.29,processed_pseudogene
AGGF1P10,ENSG00000282968,29430723,29432913,1,1,41.44,processed_pseudogene
AGGF1P2,ENSG00000233435,133640789,133642894,1,1,42.12,processed_pseudogene
AGGF1P3,ENSG00000241532,75653561,75654773,-1,1,37.43,processed_pseudogene
AGGF1P4,ENSG00000261689,35389203,35390003,-1,1,39.08,processed_pseudogene
AGGF1P5,ENSG00000260680,35420291,35421209,1,1,38.85,processed_pseudogene
AGGF1P6,ENSG00000259836,35489237,35490212,1,1,38.42,processed_pseudogene
AGGF1P7,ENSG00000260994,35547917,35548829,1,1,38.66,processed_pseudogene
AGGF1P8,ENSG00000261752,35258630,35259629,1,1,38.5,processed_pseudogene
AGGF1P9,ENSG00000260427,35347385,35348297,1,1,38.23,processed_pseudogene
AGK,"ENSG00000262327, ENSG00000006530","141633901, 141551189",141655244,1,"4, 26","39.27, 39.59",protein_coding
AGKP1,ENSG00000226555,14639096,14640358,1,1,44.81,processed_pseudogene
AGL,ENSG00000162688,99850084,99924023,1,8,36.47,protein_coding
AGMAT,ENSG00000116771,15572353,15585110,-1,1,49.63,protein_coding
AGMO,ENSG00000187546,15200318,15562015,-1,4,34.99,protein_coding
AGO1,ENSG00000092847,35869808,35930528,1,3,44.84,protein_coding
AGO2,ENSG00000123908,140520156,140635619,-1,10,51.18,protein_coding
AGO3,ENSG00000126070,35930718,36072500,1,7,38.75,protein_coding
AGO4,ENSG00000134698,35808172,35857890,1,3,41.53,protein_coding
AGPAT1,"ENSG00000204310, ENSG00000228892, ENSG00000226467, ENSG00000236873, ENSG00000206324, ENSG00000227642, ENSG00000235758","32168212, 32175884, 32116683, 32235221, 32125820, 32207600, 32244640","32178096, 32185768, 32126567, 32245105, 32135704, 32217484, 32254524",-1,8,"50.57, 50.58, 50.59, 50.6",protein_coding
AGPAT2,ENSG00000169692,136673143,136687423,-1,5,62.68,protein_coding
AGPAT3,ENSG00000160216,43865186,43986536,1,18,51.71,protein_coding
AGPAT4,ENSG00000026652,161129979,161274061,-1,5,45.36,protein_coding
AGPAT4-IT1,ENSG00000279355,161160105,161161982,-1,1,51.33,TEC
AGPAT5,"ENSG00000155189, ENSG00000284980",6708357,6759666,1,7,38.61,protein_coding
AGPAT5P1,ENSG00000234652,3293808,3294826,1,1,40.33,processed_pseudogene
AGPS,ENSG00000018510,177392644,177559299,1,5,36.51,protein_coding
AGR2,ENSG00000106541,16791811,16833433,-1,7,38.42,protein_coding
AGR3,ENSG00000173467,16859405,16881987,-1,4,35.19,protein_coding
AGRN,ENSG00000188157,1020123,1056118,1,10,65.71,protein_coding
AGRP,ENSG00000159723,67482571,67483813,-1,1,60.42,protein_coding
AGT,ENSG00000135744,230702523,230714297,-1,1,53.69,protein_coding
AGTPBP1,ENSG00000135049,85546539,85742029,-1,8,36.66,protein_coding
AGTR1,ENSG00000144891,148697784,148743008,1,9,37.38,protein_coding
AGTR2,ENSG00000180772,116170722,116174972,1,1,33.69,protein_coding
AGTRAP,ENSG00000177674,11736084,11754802,1,14,54.37,protein_coding
AGXT,ENSG00000172482,240868479,240880502,1,4,61.68,protein_coding
AGXT2,ENSG00000113492,34998101,35048135,-1,6,42.33,protein_coding
AHCTF1,ENSG00000153207,246839098,246931967,-1,7,38.75,protein_coding
AHCY,ENSG00000101444,34280268,34311802,-1,6,50.38,protein_coding
AHCYL1,ENSG00000168710,109984686,110023741,1,6,40.97,protein_coding
AHCYL2,ENSG00000158467,129225023,129430211,1,12,39.97,protein_coding
